nodes,node_labels,adj_labels,adj_nodes
RSL Menora Gardens Aged Care Facility,CATEGORY,"['FILE', 'FILE', 'FILE']","['local-rslmenoragardensagedcarefacility2-1252019562.pdf', 'local-rslmenoragardensagedcarefacility3-1348470088.pdf', 'RSLMenoraGardensAgedCareFacility4.pdf']"
RSL War Veterans Home Mandurah,CATEGORY,"['FILE', 'FILE', 'FILE']","['local-rslwarveteranshomemandurah2-1254375169.pdf', 'local-rslwarveteranshomemandurah3-1350004760.pdf', 'RSLWarVeteransHomeMandurah4.pdf']"
The Abbey Nursing Home,CATEGORY,"['FILE', 'FILE', 'FILE']","['local-theabbeynursinghome3-1238977326.pdf', 'local-theabbeynursinghome4-1334819734.pdf', 'TheAbbeyNursingHome5.pdf']"
Corporate Plan,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['aacqa_corporate_plan_2016_to_2020_accesible_website.pdf', 'aacqa_corporate_plan_2016_to_2020_word_accessible_website.docx', 'aacqa_corporate_plan_2017_to_2021_v6.6.docx', 'aacqa_corporate_plan_2017_to_2021_v6.6.pdf', 'aacqa_corporate_plan_2018-19.pdf', 'corporate_plan_2015-16.pdf', 'Aged Care Complaints Commissioner - Corporate Plan - Quality improvement sub-plan_1.pdf', 'aged-care-complaints-commissioners-corporate-plan-2017-and-2018.pdf']"
Draft Guidance Material,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Pilot Process Report - Draft Aged Care Quality Standards and Guidance -Word.docx', 'Pilot Process Report - Draft Aged Care Quality Standards and Guidance.pdf', 'plug-in_report_-_consumer_consultation.pdf', '1-publiconsultation.pdf', '10-publicconsultation.pdf', '100-with_attachments-publicconsultation.pdf', '101-publicconsultation.pdf', '11-publicconsultation.pdf', '13-publicconsultation.pdf', '14-publicconsultation.pdf', '15-publicconsultation.pdf', '17-publicconsultation.pdf', '2-with_attachments-publicconsultation.pdf', '21-publicconsultation.pdf', '22-with_attachments-publicconsultation.pdf', '24-publicconsultation.pdf', '25-publicconsultation.pdf', '26-publicconsultation.pdf', '27-publicconsultation.pdf', '28-publicconsultation.pdf', '29-with_attachments-publicconsultation.pdf', '3-publicconsultation.pdf', '30-publicconsultation.pdf', '31-with_attachments-publicconsultation.pdf', '33-publicconsultation.pdf', '34-publicconsultation.pdf', '35-publicconsultation.pdf', '36-publicconsultation.pdf', '37-publicconsultation.pdf', '39-publicconsultation.pdf', '40-publicconsultation.pdf', '42-publicconsultation.pdf', '43-publicconsultation.pdf', '44-publicconsultation.pdf', '45-publicconsultation.pdf', '48-publicconsultation.pdf', '49-publicconsultation.pdf', '50-publicconsultation.pdf', '51-publicconsultation.pdf', '52-publicconsultation.pdf', '53-publicconsultation.pdf', '54-publicconsultation.pdf', '55-publicconsultation.pdf', '56-publicconsultation.pdf', '57-publicconsultation.pdf', '58-publicconsultation.pdf', '59-publicconsultation.pdf', '60-publicconsultation.pdf', '61-publicconsultation.pdf', '62-publicconsultation.pdf', '63-with_attachments-publicconsultation.pdf', '64-publicconsultation.pdf', '65-with_attachments-publicconsultation.pdf', '67-publicconsultation.pdf', '68-publicconsultation.pdf', '69-publicconsultation.pdf', '7-with_attachments-publicconsultation.pdf', '70-publicconsultation.pdf', '73-publicconsultation.pdf', '75-publicconsultation.pdf', '76-publicconsultation.pdf', '77-publicconsultation.pdf', '78-publicconsultation.pdf', '79-with_attachments-publicconsultation.pdf', '80-publicconsultation.pdf', '81-publicconsultation.pdf', '83-publicconsultation.pdf', '86-publicconsultation.pdf', '87-with_attachments-publicconsultation_0.pdf', '88-publicconsultation.pdf', '90-publicconsultation.pdf', '91-publicconsultation.pdf', '92-publicconsultation.pdf', '94-with_attachments-publicconsultation.pdf', '96-publicconsultation.pdf', '98-publicconsultation.pdf', '99-publicconsultation.pdf']"
Feedback,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['1-publiconsultation.pdf', '10-publicconsultation.pdf', '100-with_attachments-publicconsultation.pdf', '101-publicconsultation.pdf', '11-publicconsultation.pdf', '13-publicconsultation.pdf', '14-publicconsultation.pdf', '15-publicconsultation.pdf', '17-publicconsultation.pdf', '2-with_attachments-publicconsultation.pdf', '21-publicconsultation.pdf', '22-with_attachments-publicconsultation.pdf', '24-publicconsultation.pdf', '25-publicconsultation.pdf', '26-publicconsultation.pdf', '27-publicconsultation.pdf', '28-publicconsultation.pdf', '29-with_attachments-publicconsultation.pdf', '3-publicconsultation.pdf', '30-publicconsultation.pdf', '31-with_attachments-publicconsultation.pdf', '33-publicconsultation.pdf', '34-publicconsultation.pdf', '35-publicconsultation.pdf', '36-publicconsultation.pdf', '37-publicconsultation.pdf', '39-publicconsultation.pdf', '40-publicconsultation.pdf', '42-publicconsultation.pdf', '43-publicconsultation.pdf', '44-publicconsultation.pdf', '45-publicconsultation.pdf', '48-publicconsultation.pdf', '49-publicconsultation.pdf', '50-publicconsultation.pdf', '51-publicconsultation.pdf', '52-publicconsultation.pdf', '53-publicconsultation.pdf', '54-publicconsultation.pdf', '55-publicconsultation.pdf', '56-publicconsultation.pdf', '57-publicconsultation.pdf', '58-publicconsultation.pdf', '59-publicconsultation.pdf', '60-publicconsultation.pdf', '61-publicconsultation.pdf', '62-publicconsultation.pdf', '63-with_attachments-publicconsultation.pdf', '64-publicconsultation.pdf', '65-with_attachments-publicconsultation.pdf', '67-publicconsultation.pdf', '68-publicconsultation.pdf', '69-publicconsultation.pdf', '7-with_attachments-publicconsultation.pdf', '70-publicconsultation.pdf', '73-publicconsultation.pdf', '75-publicconsultation.pdf', '76-publicconsultation.pdf', '77-publicconsultation.pdf', '78-publicconsultation.pdf', '79-with_attachments-publicconsultation.pdf', '80-publicconsultation.pdf', '81-publicconsultation.pdf', '83-publicconsultation.pdf', '86-publicconsultation.pdf', '87-with_attachments-publicconsultation_0.pdf', '88-publicconsultation.pdf', '90-publicconsultation.pdf', '91-publicconsultation.pdf', '92-publicconsultation.pdf', '94-with_attachments-publicconsultation.pdf', '96-publicconsultation.pdf', '98-publicconsultation.pdf', '99-publicconsultation.pdf', '2017-18 Aged Care Sector Committee Feedback.pdf', 'aged_care_guild_-_feedback_aacqa_self-assessment.docx', 'aged_care_guild_-_feedback_aacqa_self-assessment.pdf', 'aged_care_sector_committee_feedback_table.docx', 'aged_care_sector_committee_feedback_table.pdf', 'catholic_health_australia_-_feedback_aacqa_self-assessment.docx', 'catholic_health_australia_-_feedback_aacqa_self-assessment.pdf', 'dementia_australia_-_feedback_aacqa_self-assessment.docx', 'dementia_australia_-_feedback_aacqa_self-assessment.pdf', 'national_lgbti_health_alliance_-_feedback_aacqa_self-assessment.docx', 'national_lgbti_health_alliance_-_feedback_aacqa_self-assessment.pdf', 'national_seniors_australia_-_feedback_aacqa_self-assessment.docx', 'national_seniors_australia_-_feedback_aacqa_self-assessment.pdf']"
Handbook,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['lets_talk_about_quality_discussion_paper_updated_1_september_2015.pdf', 'lets_talk_about_quality_forums_presentation_slides.pdf', 'lets_talk_about_quality_updated9feb2016.pdf', 'the_way_we_manage_quality_and_safety_strengthening_risk.pdf', 'ACQSC_Open_Disclosure.pdf', 'acqsc_psychotropic_medications_v11.pdf', 'acqsc_resolving-concerns-factsheet_0.pdf', 'acqsc_working_with_aged_care_consumers_-_resource.pdf', 'Design Your Care Activity - updated v2.docx', 'design_your_care_activity_-_updated.pdf', 'referrals_to_other_organisations_fact_sheet_jan_2020.pdf', 'National-Consensus-Statement-Essential-Elements-forsafe-high-quality-end-of-life-care.pdf', 'National-Guidelines-for-Spiritual-Care-in-Aged-Care-DIGITAL.pdf', 'NFP-Principles-and-Guidance-131015.pdf', 'coronavirus-covid-19-when-to-use-personal-protective-equipment-in-aged-care.pdf', 'flu_vax_poster_aged_care_residential.pdf', 'Helpsheet-Environment03_HowToDesign_english.pdf', 'LAVER_Dementia_Guidleines_recommendations_PRVW5.pdf', '01ebfd4b-99b9-439e-8c19-126090cbb9c3.pdf', 'BestPracticeFoodandNutritionManualforAgedCareEdition2.1.pdf', 'NationalMealsGuidelines2016.pdf', 'BL_1263A 06_16.pdf', 'BL_1263A_06_16.pdf', 'Recognising-Signs-of-Deterioration-in-a-Persons-Mental-State-Gaskin-Research-Final-Report.pdf', 'DCRC-Sexuality-Assessment-Tool-SexAT.pdf']"
Newsletter,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['2018-December-Quality-Standard-newsletter_0.pdf', '2018-October-Quality-Standard-newsletter.pdf', 'Newsletter - April 2019 _ Aged Care Quality and Safety Commission.pdf', 'Newsletter - August 2019 _ Aged Care Quality and Safety Commission.pdf', 'Newsletter - February 2019 _ Aged Care Quality and Safety Commission.pdf', 'Newsletter - June 2019 _ Aged Care Quality and Safety Commission.pdf', 'Newsletter - March 2019 _ Aged Care Quality and Safety Commission.pdf', 'Newsletter - May 2019 _ Aged Care Quality and Safety Commission.pdf']"
NOUS Report,CATEGORY,"['FILE', 'FILE']","['aacqa_nous_report_accessible_version.pdf', 'aacqa_response_to_nous_report.pdf']"
Self Assessment,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['2017-18 Aged Care Sector Committee Feedback.pdf', '2017-18 Regulator Performance Report.pdf', 'aacqa_regulator_performance_self-assessment_report_2016-17.docx', 'aged_care_guild_-_feedback_aacqa_self-assessment.docx', 'aged_care_guild_-_feedback_aacqa_self-assessment.pdf', 'aged_care_sector_committee_feedback_table.docx', 'aged_care_sector_committee_feedback_table.pdf', 'catholic_health_australia_-_feedback_aacqa_self-assessment.docx', 'catholic_health_australia_-_feedback_aacqa_self-assessment.pdf', 'dementia_australia_-_feedback_aacqa_self-assessment.docx', 'dementia_australia_-_feedback_aacqa_self-assessment.pdf', 'national_lgbti_health_alliance_-_feedback_aacqa_self-assessment.docx', 'national_lgbti_health_alliance_-_feedback_aacqa_self-assessment.pdf', 'national_seniors_australia_-_feedback_aacqa_self-assessment.docx', 'national_seniors_australia_-_feedback_aacqa_self-assessment.pdf', 'Quality Agency Regulator Performance - self-assessment report 2015-16 v2.2_20161026 Validated .pdf']"
Standards Guidance Reference Group,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['communique_9_sgrg_for_website.pdf', 'standardguidancereferencegroupcommunique6.docx', 'standardguidancereferencegroupcommunique8.docx', 'standardguidancereferencegroupcommunique8.pdf', 'Standards Guidance Reference Group Membership -PDF.pdf', 'Standards Guidance Reference Group Membership.docx', 'standard_guidancereferencegroupcommunique_6.pdf', 'standard_guidance_reference_group_communique_1.docx', 'standard_guidance_reference_group_communique_1.pdf', 'standard_guidance_reference_group_communique_2.docx', 'standard_guidance_reference_group_communique_2.pdf', 'standard_guidance_reference_group_communique_3.docx', 'standard_guidance_reference_group_communique_3.pdf', 'standard_guidance_reference_group_communique_4.docx', 'standard_guidance_reference_group_communique_4.pdf', 'standard_guidance_reference_group_communique_5.docx', 'standard_guidance_reference_group_communique_5.pdf', 'standard_guidance_reference_group_communique_7.pdf', 'standard_guidance_reference_group_communique_7_-word.docx']"
Communique,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['communique_9_sgrg_for_website.pdf', 'standardguidancereferencegroupcommunique6.docx', 'standardguidancereferencegroupcommunique8.docx', 'standardguidancereferencegroupcommunique8.pdf', 'standard_guidancereferencegroupcommunique_6.pdf', 'standard_guidance_reference_group_communique_1.docx', 'standard_guidance_reference_group_communique_1.pdf', 'standard_guidance_reference_group_communique_2.docx', 'standard_guidance_reference_group_communique_2.pdf', 'standard_guidance_reference_group_communique_3.docx', 'standard_guidance_reference_group_communique_3.pdf', 'standard_guidance_reference_group_communique_4.docx', 'standard_guidance_reference_group_communique_4.pdf', 'standard_guidance_reference_group_communique_5.docx', 'standard_guidance_reference_group_communique_5.pdf', 'standard_guidance_reference_group_communique_7.pdf', 'standard_guidance_reference_group_communique_7_-word.docx']"
Statements ,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['aacqa_statement_of_expectation.pdf', 'aacqa_statement_of_intent_2015-16.pdf', 'Commission Statement of Expectations - 25 February 2019.pdf', 'Commission Statement of Intent 2019.pdf', 'Social Media Acceptable Use Policy - Aged Care Quality and safety.pdf', 'Social Media Disclaimer.pdf', 'Social Media Privacy Statement - Aged Care Quality and safety_1.pdf']"
Memorandum of Understanding,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['mou_-_complaints_commissioner_and_quality_agency_june_2018.pdf', 'MOU - ACQSC and OHO QLD.pdf', 'MoU ACQSC and AHPRA.pdf', 'Signed MoU HCCC & ACQSC 151019.pdf', 'signed_mou_with_doh.pdf', 'signed_schedule_communication_data.pdf']"
Accreditation,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['accreditation_standards_fact_sheet_updated.pdf', 'Existing_Approved_Provider _Application for approval to provide aged care_052020.docx', 'Government_Organisation_form.docx', 'guide_to_assessment_of_chsp_services.pdf', 'information_sheet_for_providers_-_initial_documents_requested.pdf', 'New_applicant_Application for approval to provide aged care_052020.docx', 'notification_of_a_material_change.docx', 'Service Compliance Ratings - high level factsheet for providers_0.docx', 'Service Compliance Ratings - high level factsheet for providers_0.pdf', 'PUBLICATION NTA HammondCare_Miranda.pdf', 'publication_nta_minda_nursing_home.pdf', 'Newmarch House Notice to agree.pdf', 'St Elizabeth Home - Notice to agree.pdf', ""PUBLICATION NTA St Vincent's Care Services Heathcote.pdf""]"
Fact sheet,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['accreditation_standards_fact_sheet_updated.pdf', 'Service Compliance Ratings - high level factsheet for providers_0.docx', 'Service Compliance Ratings - high level factsheet for providers_0.pdf', 'ACQSC_New_Standards_Transitional_Arrangements_Factsheet_v1.1.pdf', 'acqsc_resolving-concerns-factsheet_0.pdf', 'referrals_to_other_organisations_fact_sheet_jan_2020.pdf', 'Fact sheet - changes to the Rules - external facing.pdf', 'acqsc_factsheet_res_covid_questions_v4.pdf', 'acqsc_fact_sheet_industry_code_covid_visit.pdf', 'Delirium-CCS-Clinician-Fact-sheet-Web-PDF.pdf']"
Application Document,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Existing_Approved_Provider _Application for approval to provide aged care_052020.docx', 'Government_Organisation_form.docx', 'guide_to_assessment_of_chsp_services.pdf', 'information_sheet_for_providers_-_initial_documents_requested.pdf', 'New_applicant_Application for approval to provide aged care_052020.docx', 'notification_of_a_material_change.docx']"
HammondCare – Miranda,CATEGORY,['FILE'],['PUBLICATION NTA HammondCare_Miranda.pdf']
Minda Nursing Home,CATEGORY,['FILE'],['publication_nta_minda_nursing_home.pdf']
Newmarch House,CATEGORY,['FILE'],['Newmarch House Notice to agree.pdf']
St Elizabeth Home,CATEGORY,['FILE'],['St Elizabeth Home - Notice to agree.pdf']
St Vincent’s Care Services Heathcote,CATEGORY,['FILE'],"[""PUBLICATION NTA St Vincent's Care Services Heathcote.pdf""]"
Aged Care Quality Standards,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC_New_Standards_Transitional_Arrangements_Factsheet_v1.1.pdf', 'Aged Care Quality Standards.pdf', 'flexible_aged_care_program_standards_updated.pdf', 'Guidance_&_Resource_V9.pdf', 'home care common standards v1.1.pdf', 'NATSIFACP Quality Review Guidelines July 2019.docx', 'Plan for continuous improvement (Quality Standards).docx', 'Quality assessor re-registration information_sheet.docx', 'Quality assessor registration information_sheet.docx', 'quality_assessor_conflict_of_interest_policy.pdf', 'regulatory_strategy_jan_1_2020_v2.1.docx', 'regulatory_strategy_jan_1_2020_v2.1.pdf', 'Standards_Storyboards_Overview.pdf', 'standards_storyboard_User-guide_PDF.pdf', 'standards_storyboard_User-guide_Word.docx', 'storyboard-dignity-of-risk_hr.pdf', 'storyboard-open_disclosure_hr.pdf', 'storyboard-quality-standards_hr.pdf', 'storyboard-standard_1_hr_0.pdf', 'storyboard-standard_2_HR_v2.pdf', 'storyboard-standard_3_hr_0.pdf', 'storyboard-standard_4_hr.pdf', 'storyboard-standard_5_hr.pdf', 'storyboard-standard_6_hr.pdf', 'storyboard-standard_7_hr.pdf', 'storyboard-standard_8_hr.pdf', 'acqsc_quality_standards-consumer-outcomes-a2-poster_new_0.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_arabic.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_armenian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_croatian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_dutch.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_french.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_german.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_greek.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_hindi.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_hungarian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_italian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_korean.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_latvian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_macedonian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_maltese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_polish.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_portuguese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_russian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_serbian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_simplified_chinese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_spanish.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_tagalog.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_traditional_chinese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_turkish.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_ukrainian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_vietnamese.pdf']"
Storyboard,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Standards_Storyboards_Overview.pdf', 'standards_storyboard_User-guide_PDF.pdf', 'standards_storyboard_User-guide_Word.docx', 'storyboard-dignity-of-risk_hr.pdf', 'storyboard-open_disclosure_hr.pdf', 'storyboard-quality-standards_hr.pdf', 'storyboard-standard_1_hr_0.pdf', 'storyboard-standard_2_HR_v2.pdf', 'storyboard-standard_3_hr_0.pdf', 'storyboard-standard_4_hr.pdf', 'storyboard-standard_5_hr.pdf', 'storyboard-standard_6_hr.pdf', 'storyboard-standard_7_hr.pdf', 'storyboard-standard_8_hr.pdf', 'covid-19_-_etiquette_-_coughing.pdf', 'covid-19_-_etiquette_-_sneezing.pdf', 'covid-19_keeping_yourself_safe_storyboard.pdf', 'covid-19_keeping_yourself_safe_storyboard_explainer.docx', 'covid-19_keeping_yourself_safe_storyboard_explainer.pdf', 'covid-19_keeping_your_loved_one_safe_in_residential_care_storyboard_user_guide.docx', 'covid-19_keeping_your_loved_one_safe_in_residential_care_storyboard_user_guide.pdf', 'covid-19_self_isolation_storyboard.pdf', 'covid-19_self_isolation_storyboard_explainer.docx', 'covid-19_self_isolation_storyboard_explainer.pdf', 'covid-19_social_and_physical_distancing_storyboard.pdf', 'covid-19_social_and_physical_distancing_storyboard_explainer.docx', 'covid-19_social_and_physical_distancing_storyboard_explainer.pdf', 'covid-19_staying_safe_in_rural_and_remote_communities_storyboard.pdf', 'covid-19_staying_safe_in_rural_and_remote_communities_storyboard_explainer.docx', 'covid-19_staying_safe_in_rural_and_remote_communities_storyboard_explainer.pdf', 'covid-19_working_safely_in_community_care_storyboard.pdf', 'covid-19_working_safely_in_community_care_storyboard_explainer.docx', 'covid-19_working_safely_in_community_care_storyboard_explainer.pdf', 'keeping_your_loved_one_safe_in_residential_care_storyboard.pdf']"
Poster,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards-consumer-outcomes-a2-poster_new_0.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_arabic.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_armenian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_croatian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_dutch.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_french.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_german.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_greek.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_hindi.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_hungarian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_italian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_korean.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_latvian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_macedonian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_maltese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_polish.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_portuguese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_russian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_serbian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_simplified_chinese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_spanish.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_tagalog.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_traditional_chinese.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_turkish.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_ukrainian.pdf', 'acqsc_quality_standards_consumer_outcome_a3-poster_vietnamese.pdf', 'accessible_version_-_approved_by_online_comms_-_charter_poster.docx', 'acqsc_charter_of_rights_poster_a3_v7_lr.pdf', 'a3_poster_-_what_to_expect_during_a_covid-19_outbreak.pdf', 'covid-19-flowchart_a3_posters_v12.pdf']"
English,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards-consumer-outcomes-a2-poster_new_0.pdf', 'a_little_yarn-english.pdf', 'a_little_yarn_english_factsheet.pdf', 'Accessible_word_version of Charter of Aged Care Rights booklet.docx', 'ACQSC_Charter-of-Rights_A5_Booklet_V11b.pdf', 'Notice of Collection.pdf', 'Notice of Collection_2.pdf']"
Arabic,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_arabic.pdf', 'acqsc_charter_of_rights_a5_booklet_-_arabic.pdf', 'arabic_-_dept_health_-_charter_of_aged_care_rights.docx', 'arabic_-_dept_health_-_charter_of_aged_care_rights.pdf', 'Notice of Collection - Arabic_0.pdf']"
Armenian,CATEGORY,['FILE'],['acqsc_quality_standards_consumer_outcome_a3-poster_armenian.pdf']
Croatian,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_croatian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_croatian.pdf', 'croatian_-_dept_health_-_charter_of_aged_care_rights.docx', 'croatian_-_dept_health_-_charter_of_aged_care_rights.pdf']"
